review_index,sentiment,aspect,adjective
613,POS,灯光不错,
613,POS,灯光,好看
614,POS,景区,大
614,NEU,温度,冷
615,POS,商业,繁华
615,NEU,范围,不大
617,POS,避暑,好
617,POS,地方,好
619,POS,打车,还好
619,POS,感觉,惬意
619,POS,灯光,美
619,POS,景点,著名
619,POS,天气,好
619,POS,天气,舒服
619,POS,建筑物,漂亮
619,POS,感觉,值
620,POS,冰激凌,好吃
620,POS,生意,火爆
620,POS,口味不错,
620,POS,森林不错,
621,POS,地方,地方不错
621,POS,感觉,棒
621,POS,感觉,不错
621,POS,樱花不错,
622,POS,公园,美
622,POS,拍照,美
622,POS,景点不错,
623,POS,感觉,漂亮
623,POS,衣服,好
623,POS,感觉,漂亮
623,POS,感觉,漂亮
623,POS,灯光,还可以
623,POS,夜景,美
623,POS,感觉,漂亮
624,POS,交通,方便
624,POS,成本,高
625,POS,感觉,浪漫
625,POS,感觉,美好
627,POS,感觉,方便
627,POS,樱花不错,
627,NEU,樱花,不算多
628,POS,环境,好
629,POS,植物种类,多
629,POS,种类,多
631,POS,空气,清新
631,POS,拍照,美
632,POS,景点不错,
632,NEU,天气,炎热
632,POS,门票,便宜
632,POS,樱花不错,
632,POS,设计不错,
634,POS,灯光不错,
635,POS,地方,地方不错
635,POS,位置,好
635,POS,景色不错,
635,POS,仙境,一般
636,NEU,地方,不大
636,POS,玄武湖,大
637,POS,花园,大
637,POS,景色,美
638,POS,地方不错,
638,POS,地方,美
639,POS,灯光,美
639,POS,环境不错,
639,POS,孩子,开心
640,NEU,队伍,长
641,POS,拍照,美
641,POS,环境,清新
642,POS,总体不错,
645,POS,地方不错,
645,POS,灯光不错,
647,POS,地方不错,
647,POS,景色不错,
647,POS,感觉,美好
647,POS,环境,环境不错
647,POS,价格,合理
647,POS,感觉,方便
649,POS,标识,明显
649,POS,门票便宜,
649,POS,温差,大
649,POS,灯光,美
650,POS,灯光不错,
651,POS,花园,大
651,POS,古城,美
651,NEU,世界,大
651,POS,位置不错,
651,POS,植物,多
652,POS,确实,好看
652,POS,感觉,不错
652,POS,感觉,漂亮
652,POS,地方不错,
653,POS,拍出来,还可以
654,POS,交通,方便
654,POS,地方,大
654,POS,灯光,美
655,POS,花园,大
655,POS,美景不错,
655,POS,景观不错,
656,POS,景点不错,
656,NEU,游客,多
657,POS,感觉,浪漫
657,POS,灯光不错,
658,POS,票价,不贵
658,POS,票价便宜,
658,POS,确实,好看
658,POS,樱花不错,
658,NEU,樱花,好看
658,POS,瀑布,棒
659,POS,灯光不错,
659,POS,孩子,喜欢
660,POS,景点不错,
660,POS,索道,还可以
661,POS,灯光不错,
661,POS,位置不错,
661,POS,灯光不错,
661,POS,园区,好看
663,POS,感觉,舒服
665,POS,地方,美丽
665,POS,感觉,惬意
666,POS,感觉,赞
667,POS,交通,方便
668,POS,地方,地方不错
669,POS,衣服,好
669,POS,煞是,好看
669,POS,景色,壮观
670,POS,票价便宜,
670,POS,森林不错,
671,POS,世界,大
671,NEU,地方,小
671,POS,大瀑布,壮观
672,POS,景色,美
672,POS,景点不错,
673,POS,地方,地方不错
673,POS,景点不错,
673,NEU,景点,少
673,POS,世界,大
673,POS,拍照,好看
673,POS,石头,好
674,POS,印象不错,
674,POS,空气,清新
674,POS,花园,美
676,POS,景色,美
676,POS,景色,景色不错
676,POS,孩子,开心
676,POS,景色,景色不错
677,POS,环境,好
678,POS,照片,美
679,POS,感觉,漂亮
679,POS,感觉,喜欢
680,POS,绿化不错,
680,POS,地方,地方不错
680,POS,感觉,不错
680,POS,景色,自然
680,POS,空气,清新
681,POS,景点不错,
681,POS,灯光不错,
681,POS,景观不错,
683,NEU,温度,低
683,POS,感觉,喜欢
685,POS,景色,美丽
685,POS,地方不错,
685,POS,设计,棒
685,POS,景色,壮观
685,POS,顺序,合理
685,POS,景色不错,
685,POS,樱花不错,
685,NEU,樱花,不多
686,POS,感觉,喜欢
686,NEU,气候,干燥
686,POS,空气,清新
687,POS,樱花不错,
687,POS,照片不错,
688,POS,感觉,喜欢
688,POS,天气,热
689,POS,人气,高
690,POS,印象不错,
691,POS,景色,美
692,POS,美景不错,
693,POS,照片不错,
695,POS,景点不错,
695,POS,空调,足
695,POS,花园,大
695,POS,入园,方便
697,POS,位置不错,
698,POS,景点不错,
698,POS,景色,景色不错
699,POS,景点,美
699,POS,灯光不错,
699,POS,灯光,美
699,POS,灯光不错,
700,POS,花园,大
700,POS,天气,热
700,POS,感觉,赞
700,POS,品种,多
700,POS,介绍,详细
700,POS,赏樱,不错
701,POS,门票,多
701,POS,夜景,美
702,POS,地方不错,
702,POS,景色,美
704,POS,灯光不错,
704,POS,演出不错,
705,POS,感觉,舒服
705,POS,设计不错,
707,POS,感觉,喜欢
707,POS,感觉,喜欢
707,POS,绿植,还好
708,POS,感觉,方便
709,POS,面积,大
709,POS,占地面积,大
709,POS,门票便宜,
709,POS,绿化,好
709,POS,场馆,不错
710,POS,门票,多
710,POS,夜景,美
711,POS,植物,茂密
711,POS,确实,好吃
712,POS,设计不错,
713,POS,景点不错,
713,POS,灯光不错,
715,POS,景点不错,
715,POS,绿化不错,
715,POS,票价便宜,
715,POS,灯光不错,
716,NEU,门票,贵
716,NEU,游客,多
716,NEU,散步,一般
718,POS,感觉,不错
719,POS,灯光不错,
719,POS,景色,美丽
720,POS,设计不错,
721,POS,花园,美
721,POS,环境,好
721,POS,地方,方便
721,POS,地方,地方不错
721,POS,地方不错,
723,POS,花园,大
723,POS,造型不错,
724,NEU,印象,一般
724,NEU,游客,多
725,POS,景点,棒
725,NEU,没,特色
725,POS,设计不错,
725,POS,体验,非常好
725,POS,造型不错,
725,POS,感觉,开心
726,NEU,场馆,小
726,POS,感觉,舒服
726,POS,世界,自在
727,NEU,面积,不算大
727,NEU,植物,一般
728,POS,瀑布,美
728,POS,感觉,不错
728,POS,景色,美丽
729,POS,感觉,惬意
730,POS,园艺,优秀
731,POS,阳光不错,
731,POS,感觉,喜欢
731,POS,感觉,喜欢
731,POS,感觉,喜欢
732,POS,样子,可爱
732,POS,女孩,喜欢
733,POS,花园,美
733,POS,灯光,绚烂
733,POS,景色,美丽
735,POS,景点不错,
735,POS,景色,美
735,NEU,灯光,一般
736,POS,感觉,漂亮
737,POS,感觉,喜欢
737,POS,意义,棒
738,POS,设计不错,
738,POS,植物种类,多
738,POS,种类,多
740,POS,东西,漂亮
740,POS,夜景,美
741,POS,设计不错,
741,POS,夜景,美
742,POS,美景不错,
742,POS,温度,舒适
742,POS,环境,宜人
746,POS,设计不错,
747,POS,环境,好
748,POS,人气,高
748,POS,夜景,美
748,POS,景色,美
749,POS,景色,美
749,POS,景色,壮观
749,POS,感觉,赞
750,POS,森林不错,
751,POS,感觉,漂亮
752,POS,位置不错,
753,POS,景点,著名
753,POS,地方不错,
753,POS,地方,繁华
753,POS,泳池,赞
754,POS,景点不错,
755,POS,景点不错,
755,POS,景色,美丽
756,POS,话,舒服
757,POS,地方不错,
757,POS,景点不错,
757,POS,地方不错,
757,POS,地方,好
757,POS,确实,好看
757,POS,感觉,热
757,NEU,地方,地方一般
758,POS,规模,庞大
758,POS,设计,精巧
758,POS,世界,大
758,POS,美景不错,
758,POS,美景不错,
759,POS,地方,大
759,POS,设计不错,
759,POS,整体不错,
760,POS,感觉,美好
760,POS,景点不错,
762,POS,地方不错,
764,POS,感觉,喜欢
764,POS,确实,好看
767,POS,天气不错,
767,POS,灯光,好
769,POS,地方,棒
770,POS,地方不错,
770,NEU,天气,不热
770,POS,天气,舒服
771,NEU,时间,不够
771,POS,大瀑布,壮观
771,POS,总体感觉,还行
772,POS,景点不错,
774,POS,确实,好看
774,POS,景色,美
774,POS,东西,多
774,POS,植被茂盛,
774,POS,植物,茂密
775,POS,景点不错,
776,NEU,天气,一般
776,NEU,照片,好
777,POS,花园,美
778,POS,温度,合适
778,POS,植物,好
779,POS,景区,大
779,POS,整体不错,
780,POS,感觉,喜欢
781,POS,环境,好
783,POS,景点,经典
784,POS,气氛不错,
784,POS,瀑布,高
784,POS,电梯,还可以
784,POS,孩子,好
784,POS,孩子,开心
785,POS,景点不错,
785,POS,灯光,美
786,POS,花园,美
786,POS,拍照,好看
787,POS,感觉,不错
788,POS,酒店,近
788,POS,位置,方便
788,POS,灯光,好看
789,POS,空气不错,
790,POS,景色,美丽
790,POS,水,清
790,POS,灯光不错,
790,POS,地方不错,
791,POS,感觉,舒服
791,POS,雕塑不错,
792,NEU,地方,小
792,POS,路程,方便
793,POS,环境不错,
793,POS,热带雨林,还可以
793,POS,温差,大
794,POS,花园,大
794,POS,世界,大
794,POS,气候不错,
794,POS,灯光,美
795,POS,位置不错,
796,POS,照片不错,
797,POS,灯光不错,
798,POS,环境,环境不错
799,POS,风光不错,
799,NEU,游客,多
799,POS,灯光,美丽
800,NEU,温度,低
800,POS,花园,大
801,POS,地方,地方不错
803,POS,花园,大
804,POS,景点不错,
804,POS,设施不错,
804,POS,温度,舒适
806,POS,景点不错,
807,POS,植物,繁茂
807,POS,感觉,惬意
808,POS,植物,多
808,POS,植物,美
809,POS,景色,景色不错
809,POS,颜色,好看
810,POS,地方不错,
810,NEU,城市,小
810,POS,树,漂亮
810,POS,视野,好
810,POS,天气,好
811,NEU,地方,小
813,POS,感觉,赞
813,POS,个人,喜欢
815,POS,地方,美
817,POS,地方不错,
817,POS,夜景,美
817,POS,感觉,不错
818,POS,景点不错,
818,POS,景点,美
818,POS,美景不错,
818,POS,设计不错,
818,NEU,价格,贵
819,POS,景点不错,
819,POS,价格,便宜
819,POS,感觉,棒
819,POS,场馆,大
819,POS,造型不错,
820,POS,彩灯,漂亮
823,POS,森林不错,
823,POS,人气,高
823,POS,植物种类,多
823,POS,种类,多
824,POS,灯光不错,
826,POS,世界,大
826,POS,感觉,漂亮
827,POS,造型不错,
827,NEU,瀑布,小
827,POS,孩子,喜欢
827,POS,孩子,喜欢
830,POS,感觉,赞
830,POS,景色,美
830,POS,景色,美
830,POS,感觉,赞
831,POS,景点,干净
831,POS,色彩,好
831,POS,天气不错,
831,POS,灯光,好
831,POS,感觉,不错
832,POS,美景不错,
832,POS,气候不错,
832,POS,感觉,不错
832,POS,感觉,惬意
832,POS,风景,认真
832,POS,感觉,喜欢
833,POS,环境,干净
833,POS,空气,清新
833,POS,景色,棒
834,POS,景点不错,
834,POS,价格,合理
834,NEU,天气,炎热
835,POS,瀑布,壮观
835,POS,造型,别致
835,POS,场面,壮观
836,POS,灯光不错,
837,POS,景色,美丽
838,POS,设计,棒
839,POS,感觉,喜欢
839,POS,感觉,喜欢
839,POS,气氛不错,
839,POS,大自然,神奇
840,POS,景色不错,
840,POS,花园,大
842,POS,灯光不错,
843,POS,灯光不错,
843,POS,流量,多
843,POS,灯光不错,
843,POS,灯光不错,
843,POS,灯光不错,
843,POS,灯光不错,
844,POS,景点不错,
844,POS,植物,好看
844,POS,森林不错,
844,POS,瀑布,美
845,POS,花园,大
845,POS,地方不错,
845,NEU,地方,冷
846,NEU,景点,少
847,POS,感觉,喜欢
847,POS,感觉,棒
848,POS,灯光不错,
849,POS,景色,美丽
849,POS,园区,大
849,POS,夜景不错,
849,POS,景点,著名
849,POS,总体不错,
850,POS,阳光,好
851,POS,风景不错,
852,POS,灯光不错,
852,POS,植物种类,多
852,POS,种类,多
852,POS,感觉,不错
853,NEU,公园,不行
853,POS,空气,清新
854,POS,瀑布,壮观
855,POS,特別,舒服
856,POS,景色不错,
857,POS,东西,全
858,POS,灯光不错,
859,POS,感觉,舒服
859,POS,城市,美
859,POS,花园,赞
860,POS,确实,好看
860,POS,确实,好看
860,POS,确实,好看
860,POS,景点,好看
860,POS,大瀑布,壮观
861,POS,距离,近
862,POS,景点不错,
862,POS,照片不错,
862,POS,灯光不错,
863,POS,森林不错,
863,NEU,瀑布,小
863,POS,环境,清新
863,POS,感觉,舒服
864,POS,地方不错,
864,NEU,门票,一般
864,POS,空气,清新
864,POS,感觉,赞
866,POS,感觉,棒
867,POS,感觉,棒
868,POS,景色,壮观
869,POS,景色,美
871,POS,地方,地方不错
871,POS,灯光,美
872,POS,地方,美
872,POS,绿化不错,
872,POS,地方,地方不错
873,POS,海湾,漂亮
875,POS,建筑,美
875,POS,地方,好
877,POS,绿化不错,
879,POS,景点,还可以
879,NEU,门票昂贵,
880,POS,感觉,漂亮
880,POS,瀑布,壮观
880,POS,感觉,漂亮
881,POS,逛逛,好
881,NEU,交通,方便
882,POS,瀑布,壮观
882,POS,阳光不错,
882,POS,位置不错,
882,POS,感觉,喜欢
883,POS,景点不错,
883,POS,个人,喜欢
883,POS,布景,赞
883,POS,感觉,喜欢
883,POS,地方,好
884,POS,景色,好看
884,POS,门票,便宜
884,POS,走廊,棒
884,POS,花园,大
886,POS,地方,多
886,POS,灯光不错,
886,POS,感觉,不错
886,POS,感觉,开心
887,POS,森林不错,
887,NEU,拍照,不好
887,NEU,拍照,不很好
888,POS,绿化,好
888,POS,地面,干净
888,NEU,没,垃圾
888,POS,环境,好
888,POS,颜色,鲜艳
889,POS,小吃不错,
889,POS,感觉,漂亮
889,POS,夜景,好
890,POS,美景不错,
890,POS,视野不错,
890,POS,绿化,好
890,POS,布局,合理
891,POS,景色,自然
891,POS,氛围不错,
891,POS,城市,干净
891,POS,自然资源,丰富
891,POS,景色,美丽
892,POS,花园,大
893,POS,酒店,近
894,POS,地方,地方不错
894,NEU,价格,贵
894,NEU,景色,一般
894,POS,感觉,浪漫
895,POS,感觉,开心
896,POS,景色,美丽
896,POS,美景不错,
896,POS,位置,好
896,NEU,位置,一般
898,POS,布局,合理
898,POS,设施,齐全
899,POS,公园,近
899,POS,公园,美
899,POS,感觉,可爱
899,POS,感觉,舒服
899,POS,灯光,美丽
899,POS,景色,美丽
900,POS,绿化不错,
900,POS,城市,干净
900,POS,景色,美丽
902,POS,绿化,好
902,POS,感觉,喜欢
902,POS,地方,地方不错
902,POS,地方,美丽
903,NEU,面积,小
903,POS,雨水,充沛
903,NEU,地方,地方一般
904,POS,灯光不错,
904,NEU,游客,多
904,POS,云雾,大
905,POS,花园,大
905,POS,植物,多
906,POS,植物,茂盛
906,POS,面积,大
906,POS,占地面积,大
906,POS,森林不错,
907,POS,环境,棒
907,POS,灯光不错,
907,POS,景色,壮观
907,POS,条件,好
910,POS,角度,好
910,NEU,色彩,鲜艳
911,POS,风景不错,
911,POS,美景不错,
912,POS,灯光不错,
912,POS,色彩,鲜艳
913,POS,景点不错,
915,POS,妈妈,喜欢
915,POS,拍照,好看
917,POS,色彩不错,
917,POS,感觉,浪漫
917,POS,感觉,美好
918,NEU,规模,很好
918,POS,票价,不贵
918,POS,感觉,喜欢
918,POS,感觉,喜欢
918,POS,整体不错,
919,POS,景点不错,
919,POS,感觉,浪漫
921,NEU,种类,少
921,POS,拍照,不错
922,POS,地方不错,
922,POS,灯光不错,
923,POS,感觉,方便
923,POS,瀑布,壮观
924,POS,感觉,不错
924,POS,规模小,
926,NEU,科技,发达
927,POS,景色,美
928,POS,造型,独特
930,POS,孩子,喜欢
931,POS,景点,好
931,POS,环境,好
931,POS,位置,大
931,POS,环境,环境不错
931,POS,空气,清新
931,POS,灯光不错,
933,POS,灯光不错,
933,POS,广场不错,
933,POS,夜景,好
936,POS,景点不错,
936,POS,环境不错,
937,POS,灯光不错,
938,POS,维护,好
940,POS,照片,好看
940,POS,感觉,开心
941,POS,白云,漂亮
941,POS,建筑,好
942,POS,天气,好
942,POS,天气不错,
944,POS,景点不错,
945,POS,世界,大
945,POS,灯光不错,
945,POS,灯光不错,
946,POS,灯光,美
949,POS,环境,环境不错
949,POS,景色,自然
950,POS,游客,少
951,POS,阳光不错,
951,POS,灯光不错,
952,POS,感觉,漂亮
952,POS,景点不错,
952,NEU,感觉,冷
953,POS,景观不错,
953,POS,环境,环境不错
953,NEU,地方,小
953,POS,造型不错,
954,POS,环境,
954,POS,地方,大
954,POS,风景不错,
954,POS,地方,地方不错
955,POS,景点不错,
955,POS,票价便宜,
955,POS,景致,好
955,POS,设计不错,
955,POS,夜景不错,
955,POS,美景不错,
956,POS,感觉,喜欢
957,POS,景色,美
958,POS,感觉,赞
958,POS,衣服不错,
959,POS,食物,便宜
959,POS,感觉,浪漫
960,POS,景点不错,
961,POS,景点不错,
961,NEU,照片,多
963,POS,价格,便宜
963,POS,颜色,好
964,POS,地方不错,
964,POS,灯光不错,
965,POS,体验,非常好
966,POS,地方不错,
967,POS,地方不错,
967,POS,温度,舒服
967,POS,地方,好
969,POS,花园,美
969,POS,夜景,美
969,POS,地貌,喜欢
970,POS,感觉,漂亮
970,POS,设施不错,
971,POS,地方,地方不错
973,POS,吹吹风,舒服
973,POS,吹风,舒服
973,POS,环境,棒
974,POS,景观,好
974,POS,景观,壮观
976,POS,夜景不错,
977,POS,情調,美好
980,POS,地方,美
980,POS,票价,不贵
981,POS,环境,环境不错
981,POS,天气,好
981,NEU,景色,一般
982,POS,美景不错,
983,POS,湿度,大
983,POS,路线,好
984,POS,设计,好
984,POS,视野,好
984,POS,规划,好
984,POS,灯光不错,
985,POS,灯光不错,
985,POS,旅游,多
985,NEU,旅游团,多
987,POS,确实,好看
988,POS,景色,美
988,POS,景色,美
988,POS,景点,著名
988,POS,感觉,不错
989,NEU,门票昂贵,
989,POS,瀑布,美
989,POS,向日葵,可爱
989,POS,灯光不错,
990,POS,门票便宜,
990,POS,感觉,方便
990,POS,感觉,漂亮
990,POS,景点不错,
990,NEU,感觉,冷
991,POS,感觉,赞
991,POS,变化,还不错
992,POS,确实,好看
993,POS,绿化,多
993,POS,灯光不错,
993,POS,照片,好看
994,POS,种类,多
994,POS,带孩子,好
994,POS,孩子,好
994,POS,拍照,好看
994,POS,灯光不错,
995,POS,树真的,漂亮
995,POS,感觉,不错
995,POS,感觉,喜欢
995,POS,感觉,漂亮
995,POS,感觉,棒
996,POS,感觉,漂亮
997,POS,环境,美
997,POS,演出,精彩
998,NEU,面积,不大
998,POS,感觉,方便
998,POS,感觉,喜欢
999,POS,设计不错,
999,POS,视野不错,
999,POS,景色,美丽
1000,POS,环境,美
