,address,block,coordinates,cuisine_type,dining_category,feature,index,meal,name,phonenumber,price,rating,rating_atmosphere,rating_food,rating_service,rating_value,review_number,special_diets
0,"3B River Valley Road The Foundry #01-18, Clarke Quay, Singapore 179021 Singapore",Central Area/City Area,"1.291269,103.845825",Chinese,"[u'$$$$, Chinese, Vegetarian Friendly']",,202,,Violet Oon Satay Bar & Grill,tel:+65 9834 9935,S$29 - S$89,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,266 reviews,Vegetarian Friendly
0,"190 Keng Lee Road, #01-02 Chui Huay Lim Club, Singapore 308409 Singapore",Moulmein,"1.313946,103.841515","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Takeout, Reservations, Private Dining, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available",203,"Lunch, Dinner",Chui Huay Lim Teochew Cuisine,tel:+65 6732 3637,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,298 reviews,
0,"3 Upper Pickering Street Parkroyal On Pickering, Singapore 058289 Singapore",Outram,"1.285536,103.846825",,"[u'$$ - $$$, Asian, Singaporean, International']",,204,,Lime Restaurant,tel:+65 6809 8888,,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,491 reviews,
0,"120 Desker Road, Singapore 209639 Singapore",Central Area/City Area,"1.308369,103.85615",,"[u'$$ - $$$, Fusion, Contemporary, Singaporean']",,205,,CreatureS,tel:+65 6291 6996,,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,327 reviews,
0,"6 Duke's Road, Singapore 268886 Singapore",Bukit Timah,"1.323019,103.81216","Cafe, Asian","[u'$$ - $$$, Cafe, Asian, Vegetarian Friendly']","Takeout, Reservations, Seating",206,"Breakfast, Lunch, Brunch",Atlas Coffeehouse,tel:+65 6314 2674,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,350 reviews,"Vegetarian Friendly, Vegan Options"
0,"56 Eng Hoon Street #01-68 Tiong Bahru Estate Tiong Bahru, Singapore 160056 Singapore",Bukit Merah,"1.284429,103.8336",,"[u'$$ - $$$, Cafe, Vegetarian Friendly, Gluten Free Options']",,207,,Merci Marcel,tel:+65 6224 0113,,4.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,157 reviews,
0,"290 Orchard Road The Paragon, Singapore 238859 Singapore",Boulevard,"1.303799,103.835915","Chinese, Asian","[u'$$ - $$$, Chinese, Asian, Vegetarian Friendly']","Takeout, Reservations, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",208,"Lunch, Dinner, Brunch",Crystal Jade Golden Palace,tel:+65 6734 6866,S$28 - S$35,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,434 reviews,"Vegetarian Friendly, Vegan Options"
0,"70 Collyer Quay Customs House #01-04 Customs House, Singapore 049323 Singapore",Marina Bay,"1.282559,103.85378","Mexican, Bar","[u'$$ - $$$, Mexican, Bar, Vegetarian Friendly']",,209,,Super Loco Customs House,tel:+65 6532 2090,S$35 - S$69,4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,145 reviews,"Vegetarian Friendly, Gluten Free Options"
0,"1 Harbourfront Walk #01-57 Vivo City, Singapore 098585 Singapore",Boulevard,"1.265513,103.82211",German,"[u'$$ - $$$, German, Vegetarian Friendly, Vegan Options']",,210,,HANS IM GLUCK German Burgergrill,tel:+65 9738 5482,S$12 - S$12,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,341 reviews,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
0,"80 Mohamed Sultan Road The Pier At Robertson #01-13, The Pier At Robertson, Singapore 239013 Singapore",Robertson Quay,"1.29124,103.84076",,"[u'$$ - $$$, Middle Eastern, Persian, Arabic']",,211,,Shabestan Finest Persian Cuisine,tel:+65 6836 1270,,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,357 reviews,
0,"400 East Coast Road Reddoorz Near Marine Parade Central, Singapore 428996 Singapore",Joo Chiat,"1.308821,103.91198",,"[u'$$ - $$$, Italian, Pizza, European']",,212,,Al Forno,tel:+65 6348 8781,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,325 reviews,
0,"66 Tras Street, Singapore 079005 Singapore",Outram,"1.277651,103.84426",,"[u'$$$$, French, European']",,213,,Brasserie Gavroche,tel:+65 6225 8266,,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,299 reviews,
0,"2 Temasek Boulevard Condrad Hotels & Resorts, Singapore 038982 Singapore",Marina Centre,"1.293286,103.85912","Chinese, Asian","[u'$$$$, Chinese, Asian, Vegetarian Friendly']",,214,"Lunch, Dinner",Golden Peony @ Conrad Centennial Singapore,tel:+65 6432 7482,,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,252 reviews,Vegetarian Friendly
0,"1 Beach Street Raffles Hotel Singapore, Singapore 189673 Singapore",Central Area/City Area,"1.294546,103.85414",,"[u'$$$$, Vegetarian Friendly, Vegan Options, Gluten Free Options']","Seating, Parking Available, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Valet Parking, Highchairs Available, Serves Alcohol, Full Bar, Buffet, Accepts Credit Cards, Table Service, Live Music",215,"Breakfast, Lunch, Dinner",Tiffin Room,tel:+65 6431 6156,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,767 reviews,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
0,"8 Haji Lane Back Entrance 39 Arab St, #01-01, Singapore 189201 Singapore",Central Area/City Area,"1.300398,103.85944","Italian, Pizza, Mediterranean","[u'$$ - $$$, Italian, Pizza, Mediterranean']",,216,,Ciao@,tel:+65 6296 9688,S$14 - S$55,4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,174 reviews,"Vegetarian Friendly, Vegan Options"
0,"30 Labrador Villa Road, Singapore 119189 Singapore",Bukit Merah,"1.267965,103.80043","Asian, Thai","[u'$$$$, Asian, Thai, Vegetarian Friendly']","Highchairs Available, Free Wifi, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Serves Alcohol, Full Bar, Table Service",217,"Lunch, Dinner, After-hours",Tamarind Hill Singapore By Samadhi,tel:+65 6278 6364,S$49 - S$208,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,369 reviews,"Vegetarian Friendly, Vegan Options"
0,"11 Craig Road, Singapore 089671 Singapore",Outram,"1.277457,103.84274",,"[u'$$ - $$$, Italian, European, Vegetarian Friendly']",,218,,Pasta Brava Italian Restaurant,tel:+65 6227 7550,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,616 reviews,
0,"136 Neil Road, Singapore 088865 Singapore",Outram,"1.278256,103.84103",,"[u'$$ - $$$, Bar, Australian, Vegetarian Friendly']",,219,,The Lokal,tel:+65 6423 9918,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,366 reviews,
0,"30 Stanley Street, Singapore 068739 Singapore",Outram,"1.280508,103.846954","Italian, European","[u'$$ - $$$, Italian, European, Vegetarian Friendly']","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service",220,"Lunch, Dinner, After-hours",Burlamacco Ristorante,tel:0065 6220 1763,S$42 - S$69,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,393 reviews,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
0,"40 Duxton Hill, Singapore 089618 Singapore",Outram,"1.278795,103.8429",,"[u'$$ - $$$, Italian, European, Mediterranean']",,221,,Latteria Mozzarella Bar,tel:+65 6866 1988,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,310 reviews,
0,"1 Fullerton Road One Fullerton #02-02B One Fullerton, Singapore 049213 Singapore",Marina Bay,"1.286258,103.85413","French, European","[u'$$$$, French, European, Gluten Free Options']",,222,,Saint Pierre,tel:+65 6438 0887,S$83 - S$208,4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,248 reviews,"Gluten Free Options, Vegetarian Friendly"
0,"Mandarin Oriental Singapore Fourth Storey Mandarin Oriental, Singapore 039797 Singapore",Marina Centre,"1.291151,103.858345",,"[u'$$$$, American, Steakhouse, International']",,223,,"Morton's, The Steakhouse",tel:+65 6339 3740,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,921 reviews,
0,"5 Boon Tat Street #01-01, Singapore 069613 Singapore",Outram,"1.281654,103.84778",,"[u'$$ - $$$, Indian, Asian, Grill']",,224,,Tandoori Culture,tel:+65 6223 3200,,4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,122 reviews,
0,"29 Tanglin Road St. Regis Hotel Singapore The St. Regis Singapore, Singapore 247911 Singapore",Central Area/City Area,"1.305396,103.826164",,"[u'$$$$, Italian, European, Vegetarian Friendly']",,225,,LaBrezza,tel:+65 6506 6884,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,300 reviews,
0,"39 Scotts Road Sheraton Towers Hotel Sheraton Towers Singapore, Singapore 228230 Singapore",Central Area/City Area,"1.311735,103.836426",,"[u'$$ - $$$, International, Vegan Options, Gluten Free Options']",,226,,The Dining Room,tel:+65 6839 5621,,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,162 reviews,
0,"14 Scotts Road # 05 Far East Plaza 132, Singapore 228213 Singapore",Central Area/City Area,"1.307092,103.833244","Japanese, Barbecue, Asian","[u'$$ - $$$, Japanese, Barbecue, Asian']",,227,"Lunch, Dinner",Nanbantei,tel:+65 6738 7470,S$28 - S$35,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,284 reviews,
0,"2 Bayfront Avenue Marina Bay Sands Bay Level 01-03, The Shoppes at Marina Bay Sands, Singapore 018972 Singapore",Marina Bay,"1.285832,103.86042","Diner, American, Cafe","[u'$$ - $$$, Diner, American, Cafe']",,228,,DC Comics Super Heroes Cafe,tel:+65 6688 7610,S$6 - S$40,4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,"1,009 reviews","Halal, Vegetarian Friendly, Vegan Options"
0,"21 Club Street, Singapore 069410 Singapore",Outram,"1.282644,103.84671",,"[u'$$$$, Italian, European, Vegetarian Friendly']",,229,,Senso Ristorante and Bar,tel:+65 6224 3534,,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,412 reviews,
0,"699 North Bridge Road Kampong Glam, Singapore 198676 Singapore",Central Area/City Area,"1.302036,103.8584","Indian, Asian, Middle Eastern, Singaporean","[u'$, Indian, Asian, Middle Eastern']","Takeout, Seating, Table Service, Drive Thru",230,"Breakfast, Lunch, Dinner, Brunch, After-hours",Zam Zam,tel:+65 6298 7011,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,"1,363 reviews","Vegetarian Friendly, Vegan Options, Halal"
0,"1 Fullerton Square Fullerton Hotel The Fullerton Hotel, Singapore 049178 Singapore",Central Area/City Area,"1.286358,103.853226",,"[u'$$$$, Chinese, Asian, Singaporean']",,231,,Jade,tel:+65 6877 8911,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,304 reviews,
0,"232 Ang Mo Kio Avenue 3 Kebun Baru Palm View, Singapore 560232 Singapore",Ang Mo Kio,"1.368316,103.836784","Chinese, Seafood, Asian, Singaporean","[u'$$ - $$$, Chinese, Seafood, Asian']","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",232,"Dinner, After-hours",Mellben Seafood,tel:+65 6285 6762,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,438 reviews,
0,"55 Market Street #01-01 Unit 01-01, Singapore 048941 Singapore",Central Area/City Area,"1.284173,103.85041",,"[u'$$ - $$$, Italian, European, Vegetarian Friendly']",,233,,Art,tel:+65 6877 6933,,4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,241 reviews,
0,"2 Bayfront Avenue Floor 01 Marina Bay Sands 81 The Shoppes at Marina Bay Sands, Singapore 018972 Singapore",Marina Bay,"1.282602,103.857544",,"[u'$$ - $$$, European, British, Vegetarian Friendly']",,234,,Bread Street Kitchen,tel:+65 6688 5665,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,"1,500 reviews",
0,"11 Unity Street Robertson Walk Floor 01 Unit 19 20 11 Unity Street, Singapore 237995 Singapore",Robertson Quay,"1.292103,103.84088",,"[u'$$ - $$$, French, Bar, Pizza']",,235,,Wine Connection Tapas Bar & Bistro,tel:+65 6235 5466,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,943 reviews,
0,"301 Upper Thomson Road Thomson Plaza #01-113 Thomson Plaza, Singapore 574408 Singapore",Bishan,"1.354567,103.83018",Asian,"[u'$$ - $$$, Asian, Vegetarian Friendly, Vegan Options']",,236,"Lunch, Dinner, Brunch",Elemen,tel:+65 6452 0351,,4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,129 reviews,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
0,"126 Telok Ayer Street, Singapore 068595 Singapore", from Marina Bay,"1.281809,103.84819","Bar, Cafe, British, Pub, Healthy, Australian","[u'$$ - $$$, Bar, Cafe, British']",,237,"Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks",Shake Farm HQ,tel:+65 9027 0177,S$14 - S$42,5.0,,ui_bubble_rating bubble_50,ui_bubble_rating bubble_50,ui_bubble_rating bubble_50,66 reviews,
0,"15 New Bridge Road Clarke Quay, Singapore 059385 Singapore",Central Area/City Area,"1.288954,103.847626","Cafe, Fusion, European","[u'$$ - $$$, Cafe, Fusion, European']",,238,"Breakfast, Lunch, Drinks, Dinner, Brunch",WANNA CUPPA cafe and bistro,tel:+65 6816 2494,,4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,110 reviews,Vegetarian Friendly
0,"18 Howard Road Novelty Bizcentre #01-06, Singapore 369585 Singapore",Joo Seng,"1.334665,103.88565","Seafood, Singaporean","[u'$$ - $$$, Seafood, Singaporean']","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Parking Available, Wine and Beer",239,"Lunch, Dinner, After-hours, Drinks",The Boiler (Howard Road),tel:+65 6635 1285,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,353 reviews,
0,"10A Upper Wilkie Road Mount Emily Hotel Hangout Hotel, Singapore 228119 Singapore",Central Area/City Area,"1.30325,103.84795","Asian, Singaporean, Fusion","[u'$$$$, Asian, Singaporean, Fusion']","Reservations, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Table Service",240,"Lunch, Dinner",Wild Rocket @ Mount Emily,tel:+65 6339 9448,S$35 - S$139,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,232 reviews,
0,"61 Cantonment Road Near Outram Park, Singapore 089757 Singapore",Outram,"1.27843,103.84037",,"[u'$$ - $$$, Italian, Vegetarian Friendly']",,241,,Trattoria Nonna Lina,tel:+65 6222 0930,,4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,144 reviews,
0,"1 Fullerton Road One Fullerton #01-06, Singapore 049213 Singapore",Marina Bay,"1.286135,103.85427","American, Bar","[u'$$ - $$$, American, Bar, Vegetarian Friendly']",,242,"Lunch, Dinner, Brunch, After-hours, Drinks",OverEasy,tel:+65 6684 1453,,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,772 reviews,"Vegetarian Friendly, Gluten Free Options"
0,"200 Turf Club Road The Grandstand #01-19, Singapore 287994 Singapore",Swiss Club,"1.336909,103.79409","Italian, Mediterranean, European","[u'$$$$, Italian, Mediterranean, European']","Reservations, Outdoor Seating, Seating, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Parking Available",243,"Lunch, Dinner, Brunch, After-hours",Ristorante Da Valentino,tel:+65 6462 0555,S$35 - S$139,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,307 reviews,"Vegetarian Friendly, Vegan Options"
0,"2 Bayfront Avenue #1-07 Marina Bay Sands L1-82 Bay Level & B1-07 Galleria Level, The Shoppes at Marina Bay Sands, Singapore 018972 Singapore",Marina Bay,"1.283115,103.85799",,"[u'$$ - $$$, American, Bar, Vegetarian Friendly']",,244,,Yardbird Southern Table and Bar,tel:+65 6688 9959,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,385 reviews,
0,"290 Orchard Road The Paragon #05-42/45, Singapore 238859 Singapore",Boulevard,"1.303468,103.83574","Chinese, Asian","[u'$$$$, Chinese, Asian, Vegetarian Friendly']","Takeout, Wheelchair Accessible, Reservations, Private Dining, Seating, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service",245,"Lunch, Dinner",Imperial Treasure Super Peking Duck Restaurant,tel:+65 6732 7838,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,396 reviews,"Vegetarian Friendly, Vegan Options"
0,"Block 17A Dempsey Road, Singapore 249676 Singapore",Tanglin,"1.305902,103.81008",,"[u'$$ - $$$, Asian, Singaporean, Fusion']",,246,,Candlenut,tel:+65 1800 304 2288,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,529 reviews,
0,"206 Telok Ayer Street, Singapore 068641 Singapore",Outram,"1.279906,103.84735",,"[u'$$ - $$$, Gastropub, French, Bar']",,247,,Napoleon Food & Wine Bar,tel:+65 6221 9282,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,393 reviews,
0,"383 Bukit Timah Road #01-02 Alocassia Apartments, Singapore 259727 Singapore",Tanglin,"1.319782,103.82781","Italian, Pizza, European, Grill","[u'$$ - $$$, Italian, Pizza, European']",,248,,Al Borgo,tel:+65 8661 1306,S$21 - S$69,4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,162 reviews,"Vegetarian Friendly, Vegan Options"
0,"100 Orchard Road Concorde Hotel And Shopping Mall, Singapore 238840 Singapore",Somerset,"1.300445,103.84167","Seafood, Asian, Singaporean","[u'$$ - $$$, Seafood, Asian, Singaporean']","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Validated Parking",249,"Lunch, Dinner, Breakfast",Spices Cafe (Concorde Hotel),tel:+65 6733 8855,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,397 reviews,
0,"313 Orchard Road 313 @ Somerset 313@somerset, Level 1 Discover Walk, Singapore 238895 Singapore",Somerset,"1.300914,103.83834","Swiss, Mediterranean, European, Central European","[u'$$ - $$$, Swiss, Mediterranean, European']",,250,"Lunch, Dinner, Brunch, Drinks, After-hours",Marche Movenpick,tel:+65 6834 4041,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,600 reviews,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
0,"2 Stamford Road Level 3 Swissotel The Stamford, Singapore 178882 Singapore",City Hall,"1.292843,103.85338","Steakhouse, Australian","[u'$$$$, Steakhouse, Australian, Gluten Free Options']","Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Reservations, Private Dining, Seating, Accepts Credit Cards, Table Service",251,"Lunch, Dinner, After-hours",Wooloomooloo Steakhouse,tel:+65 6338 0261,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,639 reviews,Gluten Free Options
0,"33 Hongkong Street, Singapore 059672 Singapore",Central Area/City Area,"1.287597,103.84717","Italian, Pizza, European","[u'$$ - $$$, Italian, Pizza, European']",,252,"Lunch, Dinner, Drinks",Amo,tel:+65 6723 7733,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,167 reviews,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
0,"1 Scotts Road Shaw Centre #01-14 Shaw Centre, Singapore 228208 Singapore",Boulevard,"1.3066,103.83161","French, European","[u'$$ - $$$, French, European']","Takeout, Reservations, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Highchairs Available",253,"Lunch, Dinner, After-hours",Bistro Du Vin,tel:+65 6733 7763,S$35 - S$104,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,220 reviews,
0,"333A Orchard Road #03-02 Mandarin Gallery, Singapore 238897 Singapore",Somerset,"1.302305,103.83674",,"[u'$$ - $$$, Cafe, International, Vegetarian Friendly']",,254,,Wild Honey,tel:+65 6235 3900,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,"1,502 reviews",
0,"70 Collyer Quay Customs House Customs House, Singapore 049323 Singapore",Marina Bay,"1.2839,103.85333","Asian, Thai","[u'$$ - $$$, Asian, Thai, Vegetarian Friendly']",,255,,Sabai Fine Thai on the Bay,tel:+65 6535 3718,S$28 - S$69,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,252 reviews,"Vegetarian Friendly, Vegan Options"
0,"10 Collyer Quay Ocean Financial Centre Level 43, Singapore 049315 Singapore",Central Area/City Area,"1.283198,103.85222",,"[u'$$$$, Italian, European, Vegetarian Friendly']",,256,,Zafferano Italian Restaurant & Lounge,tel:+65 6509 1488,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,415 reviews,
0,"25 Dempsey Road Singapore Civil Service Sports Club, Singapore 249670 Singapore",Tanglin,"1.306262,103.81185","Indian, Asian, Singaporean","[u'$$ - $$$, Indian, Asian, Singaporean']",,257,,Samy's Curry,tel:+65 6472 2080,S$7 - S$14,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,582 reviews,"Vegetarian Friendly, Vegan Options, Halal"
0,"6 Raffles Boulevard Marina Square #03-128A/128B, Marina Square, Singapore 039594 Singapore",Marina Centre,"1.290399,103.85757",,"[u'$$ - $$$, Chinese, Asian, Fusion']",,258,,Kai Garden,tel:+65 6250 4826,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,230 reviews,
0,"11 Bali Lane, Singapore 189848 Singapore",Central Area/City Area,"1.300454,103.85883",,"[u'$$ - $$$, Bar, Pub, International']",,259,,Blu Jaz,tel:+65 9199 0610,,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,336 reviews,
0,"6 Raffles Boulevard Marina Square #02-03/04, Marina Square, Singapore 039594 Singapore",Marina Centre,"1.291718,103.85636",,"[u'$$ - $$$, Singaporean, Asian, Fusion']",,260,,reDPan,tel:+65 6255 5850,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,252 reviews,
0,"118 Pasir Panjang Road, Singapore 118541 Singapore",Pasir Panjang 2,"1.275897,103.79323",Cafe,"[u'$$ - $$$, Cafe, Vegetarian Friendly']",,261,"Breakfast, Lunch, Brunch, Dinner",On the Table,tel:+65 9780 8094,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,170 reviews,Vegetarian Friendly
0,"3 Fullerton Road The Fullerton Waterboat House, Singapore 049215 Singapore",Marina Bay,"1.286879,103.85363","French, European","[u'$$$$, French, European, Vegetarian Friendly']",,262,,1919 Waterboat House,tel:+65 6538 9038,S$42 - S$97,4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,245 reviews,"Vegetarian Friendly, Gluten Free Options"
0,"200 Turf Club Road The Grandstand #01-20/21, Singapore 287994 Singapore",Swiss Club,"1.336756,103.79346","Seafood, Cajun & Creole","[u'$$ - $$$, Seafood, Cajun & Creole']","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Highchairs Available, Table Service",263,"Lunch, Dinner",Dancing Crab,tel:+65 6466 3303,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,524 reviews,
